------------------Gathered Data--------------------
Have: 222222222222222222222222111211777772111222222112121131111211112222212212113111122221122221121211311112992211222212121131111299922112211212113331122222111221221211394111111111822221121131411222211112221122113141129121111221122211114212912111122122921133321221211112212992113322121121111221299211332111112111122129921133211113211112212922113321121321111221292111332212142111122122211133321214211112212111163222221421111221211111911112142111622121111191121214211662212111619112121421666221211111911211142666622121111191122222266662212116119116666666666227777611911666666666622222222222222222222222
------------------Building Level--------------------
------------------Level Built--------------------
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1
1,0,1,1,1,1,1,1,0,0,1,1,8,8,8,8,8,1,0,0,0,0,0,0,0,6,1
1,0,0,0,0,0,0,0,0,1,1,8,8,8,8,1,1,1,0,0,0,0,0,0,0,6,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,5,5,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
1,6,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,1
1,6,0,0,0,0,2,8,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1
1,6,0,0,0,0,2,3,3,3,3,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,1
1,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,5,5,1
1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,5,1
1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,5,5,1
1,0,0,1,8,8,1,0,1,8,8,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1
1,0,0,1,8,8,1,0,1,0,0,0,0,0,2,2,3,3,3,3,3,3,3,1,5,5,1
1,0,0,1,1,8,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,1
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1
1,1,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
